a;b;Coupe min;Nombre de contractions
2,2;3;8;17
2,2;4;8;20
2,2;5;8;23
2,2;6;4;26
2,3;2;9;14
2,3;3;9;17
2,3;4;7;20
2,3;5;8;23
2,3;6;4;26
2,4;2;7;14
2,4;3;4;17
2,4;4;8;20
2,4;5;8;23
2,4;6;14;26
2,5;2;24;14
2,5;3;10;17
2,5;4;21;20
2,5;5;12;23
2,5;6;4;26
2,6;2;7;13
2,6;3;24;15
2,6;4;12;17
2,6;5;13;19
2,6;6;6;21
2,7;2;16;13
2,7;3;18;15
2,7;4;7;17
2,7;5;10;19
2,7;6;4;21
2,8;2;8;13
2,8;3;7;15
2,8;4;7;17
2,8;5;7;19
2,8;6;7;21
2,9;2;21;13
2,9;3;13;15
2,9;4;16;17
2,9;5;13;19
2,9;6;17;21
3;2;16;13
3;3;8;15
3;4;8;17
3;5;4;19
3;6;7;21
3,1;2;7;13
3,1;3;9;15
3,1;4;13;17
3,1;5;4;19
3,1;6;13;21
3,2;2;18;13
3,2;3;19;15
3,2;4;10;17
3,2;5;18;19
3,2;6;7;21
3,3;2;24;12
3,3;3;8;13
3,3;4;8;14
3,3;5;16;15
3,3;6;21;16
3,4;2;6;12
3,4;3;14;13
3,4;4;4;14
3,4;5;8;15
3,4;6;4;16
3,5;2;7;12
3,5;3;4;13
3,5;4;4;14
3,5;5;15;15
3,5;6;12;16
3,6;2;24;12
3,6;3;8;13
3,6;4;22;14
3,6;5;8;15
3,6;6;9;16
3,7;2;4;12
3,7;3;4;13
3,7;4;8;14
3,7;5;17;15
3,7;6;13;16
3,8;2;12;12
3,8;3;8;13
3,8;4;24;14
3,8;5;24;15
3,8;6;24;16
3,9;2;18;12
3,9;3;20;13
3,9;4;7;14
3,9;5;9;15
3,9;6;7;16
4;2;8;12
4;3;24;13
4;4;4;14
4;5;4;15
4;6;21;16
4,1;2;15;12
4,1;3;20;13
4,1;4;7;14
4,1;5;19;15
4,1;6;8;16
4,2;2;9;12
4,2;3;9;13
4,2;4;4;14
4,2;5;15;15
4,2;6;8;16
4,3;2;12;12
4,3;3;15;13
4,3;4;4;14
4,3;5;24;15
4,3;6;12;16
4,4;2;25;11
4,4;3;16;11
4,4;4;4;11
4,4;5;17;11
4,4;6;13;11
4,5;2;21;11
4,5;3;15;11
4,5;4;23;11
4,5;5;17;11
4,5;6;24;11
4,6;2;24;11
4,6;3;24;11
4,6;4;25;11
4,6;5;4;11
4,6;6;22;11
4,7;2;25;11
4,7;3;20;11
4,7;4;4;11
4,7;5;27;11
4,7;6;23;11
4,8;2;24;11
4,8;3;9;11
4,8;4;14;11
4,8;5;27;11
4,8;6;18;11
4,9;2;23;11
4,9;3;8;11
4,9;4;23;11
4,9;5;23;11
4,9;6;19;11
5;2;8;11
5;3;26;11
5;4;9;11
5;5;20;11
5;6;17;11
5,1;2;4;11
5,1;3;25;11
5,1;4;13;11
5,1;5;25;11
5,1;6;19;11
2,2;2;12;31
2,2;3;21;46
2,2;4;24;65
2,2;5;8;88
2,2;6;10;115
2,3;2;28;29
2,3;3;8;40
2,3;4;11;53
2,3;5;9;68
2,3;6;10;85
2,4;2;11;29
2,4;3;8;40
2,4;4;10;53
2,4;5;8;68
2,4;6;10;85
2,5;2;11;28
2,5;3;11;38
2,5;4;8;50
2,5;5;10;64
2,5;6;9;80
2,6;2;44;28
2,6;3;40;38
2,6;4;10;50
2,6;5;8;64
2,6;6;12;80
2,7;2;24;26
2,7;3;32;32
2,7;4;21;38
2,7;5;10;44
2,7;6;11;50
2,8;2;49;25
2,8;3;8;30
2,8;4;27;35
2,8;5;39;40
2,8;6;8;45
2,9;2;8;25
2,9;3;11;30
2,9;4;12;35
2,9;5;17;40
2,9;6;9;45
3;2;50;25
3;3;22;30
3;4;26;35
3;5;38;40
3;6;30;45
3,1;2;28;25
3,1;3;21;30
3,1;4;53;35
3,1;5;44;40
3,1;6;22;45
3,2;2;31;24
3,2;3;30;28
3,2;4;47;32
3,2;5;25;36
3,2;6;39;40
3,3;2;48;24
3,3;3;44;28
3,3;4;10;32
3,3;5;11;36
3,3;6;9;40
3,4;2;36;24
3,4;3;10;28
3,4;4;25;32
3,4;5;40;36
3,4;6;11;40
3,5;2;37;24
3,5;3;37;28
3,5;4;10;32
3,5;5;8;36
3,5;6;22;40
3,6;2;11;24
3,6;3;46;28
3,6;4;12;32
3,6;5;26;36
3,6;6;10;40
3,7;2;55;23
3,7;3;39;26
3,7;4;11;29
3,7;5;31;32
3,7;6;12;35
3,8;2;12;23
3,8;3;16;26
3,8;4;50;29
3,8;5;11;32
3,8;6;16;35
3,9;2;62;23
3,9;3;13;26
3,9;4;48;29
3,9;5;8;32
3,9;6;12;35
4;2;26;23
4;3;19;26
4;4;8;29
4;5;12;32
4;6;51;35
4,1;2;8;23
4,1;3;10;26
4,1;4;13;29
4,1;5;10;32
4,1;6;45;35
4,2;2;11;23
4,2;3;40;26
4,2;4;22;29
4,2;5;22;32
4,2;6;10;35
4,3;2;29;23
4,3;3;21;26
4,3;4;58;29
4,3;5;10;32
4,3;6;12;35
4,4;2;59;22
4,4;3;29;24
4,4;4;9;26
4,4;5;52;28
4,4;6;22;30
4,5;2;54;22
4,5;3;38;24
4,5;4;12;26
4,5;5;12;28
4,5;6;53;30
4,6;2;43;22
4,6;3;61;24
4,6;4;8;26
4,6;5;12;28
4,6;6;34;30
4,7;2;10;22
4,7;3;12;24
4,7;4;11;26
4,7;5;22;28
4,7;6;41;30
4,8;2;39;22
4,8;3;56;24
4,8;4;31;26
4,8;5;27;28
4,8;6;28;30
4,9;2;11;22
4,9;3;36;24
4,9;4;33;26
4,9;5;10;28
4,9;6;32;30
5;2;11;22
5;3;10;24
5;4;46;26
5;5;11;28
5;6;47;30
5,1;2;21;22
5,1;3;30;24
5,1;4;11;26
5,1;5;20;28
5,1;6;12;30
2,2;2;4;24
2,2;3;3;34
2,2;4;2;46
2,2;5;2;60
2,2;6;2;76
2,3;2;3;23
2,3;3;5;32
2,3;4;3;43
2,3;5;3;56
2,3;6;3;71
2,4;2;8;21
2,4;3;10;26
2,4;4;4;31
2,4;5;2;36
2,4;6;7;41
2,5;2;3;21
2,5;3;9;26
2,5;4;4;31
2,5;5;3;36
2,5;6;2;41
2,6;2;3;20
2,6;3;3;24
2,6;4;3;28
2,6;5;2;32
2,6;6;3;36
2,7;2;4;20
2,7;3;3;24
2,7;4;4;28
2,7;5;3;32
2,7;6;4;36
2,8;2;12;20
2,8;3;2;24
2,8;4;3;28
2,8;5;2;32
2,8;6;2;36
2,9;2;10;20
2,9;3;2;24
2,9;4;3;28
2,9;5;3;32
2,9;6;3;36
3;2;4;20
3;3;4;24
3;4;6;28
3;5;2;32
3;6;3;36
3,1;2;3;19
3,1;3;3;22
3,1;4;4;25
3,1;5;4;28
3,1;6;2;31
3,2;2;13;19
3,2;3;3;22
3,2;4;4;25
3,2;5;6;28
3,2;6;3;31
3,3;2;8;19
3,3;3;4;22
3,3;4;15;25
3,3;5;3;28
3,3;6;2;31
3,4;2;6;19
3,4;3;11;22
3,4;4;5;25
3,4;5;3;28
3,4;6;3;31
3,5;2;7;19
3,5;3;2;22
3,5;4;2;25
3,5;5;3;28
3,5;6;3;31
3,6;2;3;18
3,6;3;5;20
3,6;4;6;22
3,6;5;12;24
3,6;6;4;26
3,7;2;5;18
3,7;3;3;20
3,7;4;3;22
3,7;5;3;24
3,7;6;7;26
3,8;2;3;18
3,8;3;3;20
3,8;4;4;22
3,8;5;7;24
3,8;6;4;26
3,9;2;4;18
3,9;3;3;20
3,9;4;11;22
3,9;5;12;24
3,9;6;2;26
4;2;4;18
4;3;3;20
4;4;4;22
4;5;2;24
4;6;2;26
4,1;2;3;18
4,1;3;3;20
4,1;4;5;22
4,1;5;6;24
4,1;6;2;26
4,2;2;7;18
4,2;3;3;20
4,2;4;2;22
4,2;5;3;24
4,2;6;3;26
4,3;2;4;18
4,3;3;3;20
4,3;4;3;22
4,3;5;6;24
4,3;6;10;26
4,4;2;7;18
4,4;3;3;20
4,4;4;3;22
4,4;5;6;24
4,4;6;3;26
4,5;2;2;18
4,5;3;3;20
4,5;4;9;22
4,5;5;3;24
4,5;6;2;26
4,6;2;6;17
4,6;3;3;18
4,6;4;2;19
4,6;5;2;20
4,6;6;3;21
4,7;2;14;17
4,7;3;3;18
4,7;4;4;19
4,7;5;2;20
4,7;6;3;21
4,8;2;7;17
4,8;3;8;18
4,8;4;3;19
4,8;5;3;20
4,8;6;3;21
4,9;2;3;17
4,9;3;4;18
4,9;4;12;19
4,9;5;4;20
4,9;6;3;21
5;2;15;17
5;3;2;18
5;4;3;19
5;5;3;20
5;6;3;21
5,1;2;7;17
5,1;3;6;18
5,1;4;3;19
5,1;5;8;20
5,1;6;5;21
2,2;2;16;24
2,2;3;17;34
2,2;4;16;46
2,2;5;27;60
2,2;6;16;76
2,3;2;51;23
2,3;3;17;32
2,3;4;16;43
2,3;5;16;56
2,3;6;31;71
2,4;2;16;21
2,4;3;66;26
2,4;4;16;31
2,4;5;16;36
2,4;6;54;41
2,5;2;41;21
2,5;3;28;26
2,5;4;15;31
2,5;5;29;36
2,5;6;16;41
2,6;2;42;20
2,6;3;72;24
2,6;4;31;28
2,6;5;62;32
2,6;6;15;36
2,7;2;62;20
2,7;3;62;24
2,7;4;31;28
2,7;5;43;32
2,7;6;16;36
2,8;2;44;20
2,8;3;17;24
2,8;4;31;28
2,8;5;14;32
2,8;6;16;36
2,9;2;62;20
2,9;3;15;24
2,9;4;54;28
2,9;5;30;32
2,9;6;42;36
3;2;17;20
3;3;29;24
3;4;60;28
3;5;31;32
3;6;17;36
3,1;2;16;19
3,1;3;30;22
3,1;4;16;25
3,1;5;42;28
3,1;6;41;31
3,2;2;61;19
3,2;3;55;22
3,2;4;30;25
3,2;5;75;28
3,2;6;43;31
3,3;2;69;19
3,3;3;15;22
3,3;4;44;25
3,3;5;27;28
3,3;6;17;31
3,4;2;41;19
3,4;3;30;22
3,4;4;15;25
3,4;5;16;28
3,4;6;52;31
3,5;2;61;19
3,5;3;30;22
3,5;4;42;25
3,5;5;40;28
3,5;6;28;31
3,6;2;53;18
3,6;3;31;20
3,6;4;42;22
3,6;5;68;24
3,6;6;42;26
3,7;2;32;18
3,7;3;41;20
3,7;4;71;22
3,7;5;43;24
3,7;6;51;26
3,8;2;30;18
3,8;3;70;20
3,8;4;32;22
3,8;5;60;24
3,8;6;40;26
3,9;2;74;18
3,9;3;31;20
3,9;4;17;22
3,9;5;29;24
3,9;6;17;26
4;2;54;18
4;3;43;20
4;4;67;22
4;5;14;24
4;6;53;26
4,1;2;43;18
4,1;3;29;20
4,1;4;69;22
4,1;5;17;24
4,1;6;55;26
4,2;2;16;18
4,2;3;27;20
4,2;4;31;22
4,2;5;32;24
4,2;6;17;26
4,3;2;14;18
4,3;3;59;20
4,3;4;16;22
4,3;5;15;24
4,3;6;44;26
4,4;2;63;18
4,4;3;17;20
4,4;4;17;22
4,4;5;69;24
4,4;6;31;26
4,5;2;43;18
4,5;3;17;20
4,5;4;30;22
4,5;5;42;24
4,5;6;28;26
4,6;2;17;17
4,6;3;62;18
4,6;4;54;19
4,6;5;68;20
4,6;6;30;21
4,7;2;30;17
4,7;3;51;18
4,7;4;63;19
4,7;5;31;20
4,7;6;53;21
4,8;2;63;17
4,8;3;50;18
4,8;4;17;19
4,8;5;73;20
4,8;6;30;21
4,9;2;29;17
4,9;3;31;18
4,9;4;74;19
4,9;5;41;20
4,9;6;55;21
5;2;77;17
5;3;53;18
5;4;17;19
5;5;29;20
5;6;41;21
5,1;2;63;17
5,1;3;42;18
5,1;4;17;19
5,1;5;16;20
5,1;6;14;21
2,2;2;4;2
2,2;3;3;2
2,2;4;4;2
2,2;5;3;2
2,2;6;3;2
2,3;2;3;2
2,3;3;4;2
2,3;4;3;2
2,3;5;4;2
2,3;6;4;2
2,4;2;3;2
2,4;3;4;2
2,4;4;3;2
2,4;5;4;2
2,4;6;3;2
2,5;2;3;2
2,5;3;4;2
2,5;4;3;2
2,5;5;3;2
2,5;6;3;2
2,6;2;3;2
2,6;3;3;2
2,6;4;4;2
2,6;5;3;2
2,6;6;4;2
2,7;2;3;2
2,7;3;3;2
2,7;4;3;2
2,7;5;4;2
2,7;6;3;2
2,8;2;3;2
2,8;3;3;2
2,8;4;4;2
2,8;5;4;2
2,8;6;3;2
2,9;2;3;2
2,9;3;3;2
2,9;4;3;2
2,9;5;3;2
2,9;6;3;2
3;2;4;2
3;3;3;2
3;4;3;2
3;5;4;2
3;6;4;2
3,1;2;3;2
3,1;3;4;2
3,1;4;3;2
3,1;5;3;2
3,1;6;3;2
3,2;2;3;2
3,2;3;3;2
3,2;4;4;2
3,2;5;3;2
3,2;6;3;2
3,3;2;3;2
3,3;3;4;2
3,3;4;4;2
3,3;5;3;2
3,3;6;4;2
3,4;2;3;2
3,4;3;3;2
3,4;4;4;2
3,4;5;3;2
3,4;6;3;2
3,5;2;4;2
3,5;3;3;2
3,5;4;3;2
3,5;5;3;2
3,5;6;4;2
3,6;2;3;2
3,6;3;4;2
3,6;4;4;2
3,6;5;3;2
3,6;6;3;2
3,7;2;3;2
3,7;3;3;2
3,7;4;4;2
3,7;5;3;2
3,7;6;3;2
3,8;2;4;2
3,8;3;3;2
3,8;4;3;2
3,8;5;3;2
3,8;6;3;2
3,9;2;4;2
3,9;3;3;2
3,9;4;3;2
3,9;5;4;2
3,9;6;3;2
4;2;3;2
4;3;3;2
4;4;4;2
4;5;3;2
4;6;3;2
4,1;2;4;2
4,1;3;3;2
4,1;4;3;2
4,1;5;3;2
4,1;6;4;2
4,2;2;4;2
4,2;3;3;2
4,2;4;3;2
4,2;5;4;2
4,2;6;4;2
4,3;2;3;2
4,3;3;3;2
4,3;4;3;2
4,3;5;4;2
4,3;6;3;2
4,4;2;4;2
4,4;3;3;2
4,4;4;4;2
4,4;5;3;2
4,4;6;4;2
4,5;2;3;2
4,5;3;3;2
4,5;4;3;2
4,5;5;3;2
4,5;6;3;2
4,6;2;3;2
4,6;3;4;2
4,6;4;4;2
4,6;5;3;2
4,6;6;4;2
4,7;2;3;2
4,7;3;3;2
4,7;4;3;2
4,7;5;3;2
4,7;6;3;2
4,8;2;4;2
4,8;3;3;2
4,8;4;4;2
4,8;5;3;2
4,8;6;3;2
4,9;2;4;2
4,9;3;3;2
4,9;4;4;2
4,9;5;3;2
4,9;6;3;2
5;2;3;2
5;3;3;2
5;4;3;2
5;5;3;2
5;6;3;2
5,1;2;3;2
5,1;3;3;2
5,1;4;4;2
5,1;5;3;2
5,1;6;3;2
2,2;2;0;17
2,2;3;0;20
2,2;4;0;23
2,2;5;0;26
2,2;6;0;29
2,3;2;0;17
2,3;3;0;20
2,3;4;0;23
2,3;5;0;26
2,3;6;0;29
2,4;2;0;16
2,4;3;0;18
2,4;4;0;20
2,4;5;0;22
2,4;6;0;24
2,5;2;0;16
2,5;3;0;18
2,5;4;0;20
2,5;5;0;22
2,5;6;0;24
2,6;2;0;16
2,6;3;0;18
2,6;4;0;20
2,6;5;0;22
2,6;6;0;24
2,7;2;0;16
2,7;3;0;18
2,7;4;0;20
2,7;5;0;22
2,7;6;0;24
2,8;2;0;15
2,8;3;0;16
2,8;4;0;17
2,8;5;0;18
2,8;6;0;19
2,9;2;0;15
2,9;3;0;16
2,9;4;0;17
2,9;5;0;18
2,9;6;0;19
3;2;0;15
3;3;0;16
3;4;0;17
3;5;0;18
3;6;0;19
3,1;2;0;15
3,1;3;0;16
3,1;4;0;17
3,1;5;0;18
3,1;6;0;19
3,2;2;0;14
3,2;3;0;14
3,2;4;0;14
3,2;5;0;14
3,2;6;0;14
3,3;2;0;14
3,3;3;0;14
3,3;4;0;14
3,3;5;0;14
3,3;6;0;14
3,4;2;0;14
3,4;3;0;14
3,4;4;0;14
3,4;5;0;14
3,4;6;0;14
3,5;2;0;14
3,5;3;0;14
3,5;4;0;14
3,5;5;0;14
3,5;6;0;14
3,6;2;0;14
3,6;3;0;14
3,6;4;0;14
3,6;5;0;14
3,6;6;0;14
3,7;2;0;14
3,7;3;0;14
3,7;4;0;14
3,7;5;0;14
3,7;6;0;14
3,8;2;0;14
3,8;3;0;14
3,8;4;0;14
3,8;5;0;14
3,8;6;0;14
3,9;2;0;14
3,9;3;0;14
3,9;4;0;14
3,9;5;0;14
3,9;6;0;14
4;2;0;14
4;3;0;14
4;4;0;14
4;5;0;14
4;6;0;14
4,1;2;0;14
4,1;3;0;14
4,1;4;0;14
4,1;5;0;14
4,1;6;0;14
4,2;2;0;14
4,2;3;0;14
4,2;4;0;14
4,2;5;0;14
4,2;6;0;14
4,3;2;0;14
4,3;3;0;14
4,3;4;0;14
4,3;5;0;14
4,3;6;0;14
4,4;2;0;14
4,4;3;0;14
4,4;4;0;14
4,4;5;0;14
4,4;6;0;14
4,5;2;0;14
4,5;3;0;14
4,5;4;0;14
4,5;5;0;14
4,5;6;0;14
4,6;2;0;14
4,6;3;0;14
4,6;4;0;14
4,6;5;0;14
4,6;6;0;14
4,7;2;0;14
4,7;3;0;14
4,7;4;0;14
4,7;5;0;14
4,7;6;0;14
4,8;2;0;14
4,8;3;0;14
4,8;4;0;14
4,8;5;0;14
4,8;6;0;14
4,9;2;0;14
4,9;3;0;14
4,9;4;0;14
4,9;5;0;14
4,9;6;0;14
5;2;0;14
5;3;0;14
5;4;0;14
5;5;0;14
5;6;0;14
5,1;2;0;14
5,1;3;0;14
5,1;4;0;14
5,1;5;0;14
5,1;6;0;14
2,2;2;0;0
2,2;3;0;0
2,2;4;0;0
2,2;5;0;0
2,2;6;0;0
2,3;2;0;0
2,3;3;0;0
2,3;4;0;0
2,3;5;0;0
2,3;6;0;0
2,4;2;0;0
2,4;3;0;0
2,4;4;0;0
2,4;5;0;0
2,4;6;0;0
2,5;2;0;0
2,5;3;0;0
2,5;4;0;0
2,5;5;0;0
2,5;6;0;0
2,6;2;0;0
2,6;3;0;0
2,6;4;0;0
2,6;5;0;0
2,6;6;0;0
2,7;2;0;0
2,7;3;0;0
2,7;4;0;0
2,7;5;0;0
2,7;6;0;0
2,8;2;0;0
2,8;3;0;0
2,8;4;0;0
2,8;5;0;0
2,8;6;0;0
2,9;2;0;0
2,9;3;0;0
2,9;4;0;0
2,9;5;0;0
2,9;6;0;0
3;2;0;0
3;3;0;0
3;4;0;0
3;5;0;0
3;6;0;0
3,1;2;0;0
3,1;3;0;0
3,1;4;0;0
3,1;5;0;0
3,1;6;0;0
3,2;2;0;0
3,2;3;0;0
3,2;4;0;0
3,2;5;0;0
3,2;6;0;0
3,3;2;0;0
3,3;3;0;0
3,3;4;0;0
3,3;5;0;0
3,3;6;0;0
3,4;2;0;0
3,4;3;0;0
3,4;4;0;0
3,4;5;0;0
3,4;6;0;0
3,5;2;0;0
3,5;3;0;0
3,5;4;0;0
3,5;5;0;0
3,5;6;0;0
3,6;2;0;0
3,6;3;0;0
3,6;4;0;0
3,6;5;0;0
3,6;6;0;0
3,7;2;0;0
3,7;3;0;0
3,7;4;0;0
3,7;5;0;0
3,7;6;0;0
3,8;2;0;0
3,8;3;0;0
3,8;4;0;0
3,8;5;0;0
3,8;6;0;0
3,9;2;0;0
3,9;3;0;0
3,9;4;0;0
3,9;5;0;0
3,9;6;0;0
4;2;0;0
4;3;0;0
4;4;0;0
4;5;0;0
4;6;0;0
4,1;2;0;0
4,1;3;0;0
4,1;4;0;0
4,1;5;0;0
4,1;6;0;0
4,2;2;0;0
4,2;3;0;0
4,2;4;0;0
4,2;5;0;0
4,2;6;0;0
4,3;2;0;0
4,3;3;0;0
4,3;4;0;0
4,3;5;0;0
4,3;6;0;0
4,4;2;0;0
4,4;3;0;0
4,4;4;0;0
4,4;5;0;0
4,4;6;0;0
4,5;2;0;0
4,5;3;0;0
4,5;4;0;0
4,5;5;0;0
4,5;6;0;0
4,6;2;0;0
4,6;3;0;0
4,6;4;0;0
4,6;5;0;0
4,6;6;0;0
4,7;2;0;0
4,7;3;0;0
4,7;4;0;0
4,7;5;0;0
4,7;6;0;0
4,8;2;0;0
4,8;3;0;0
4,8;4;0;0
4,8;5;0;0
4,8;6;0;0
4,9;2;0;0
4,9;3;0;0
4,9;4;0;0
4,9;5;0;0
4,9;6;0;0
5;2;0;0
5;3;0;0
5;4;0;0
5;5;0;0
5;6;0;0
5,1;2;0;0
5,1;3;0;0
5,1;4;0;0
5,1;5;0;0
5,1;6;0;0
2,2;2;17;13
2,2;3;19;16
2,2;4;7;19
2,2;5;4;22
2,2;6;4;25
2,3;2;13;13
2,3;3;20;16
2,3;4;6;19
2,3;5;7;22
2,3;6;8;25
2,4;2;6;13
2,4;3;12;16
2,4;4;9;19
2,4;5;6;22
2,4;6;12;25
2,5;2;17;12
2,5;3;10;14
2,5;4;16;16
2,5;5;7;18
2,5;6;9;20
2,6;2;6;12
2,6;3;7;14
2,6;4;7;16
2,6;5;7;18
2,6;6;4;20
2,7;2;21;12
2,7;3;23;14
2,7;4;6;16
2,7;5;10;18
2,7;6;4;20
2,8;2;21;12
2,8;3;17;14
2,8;4;13;16
2,8;5;6;18
2,8;6;14;20
2,9;2;13;12
2,9;3;14;14
2,9;4;7;16
2,9;5;8;18
2,9;6;4;20
3;2;24;12
3;3;17;14
3;4;8;16
3;5;17;18
3;6;15;20
3,1;2;9;11
3,1;3;4;12
3,1;4;17;13
3,1;5;11;14
3,1;6;6;15
3,2;2;4;11
3,2;3;7;12
3,2;4;16;13
3,2;5;4;14
3,2;6;13;15
3,3;2;13;11
3,3;3;7;12
3,3;4;14;13
3,3;5;11;14
3,3;6;20;15
3,4;2;23;11
3,4;3;17;12
3,4;4;20;13
3,4;5;18;14
3,4;6;4;15
3,5;2;8;11
3,5;3;8;12
3,5;4;13;13
3,5;5;17;14
3,5;6;11;15
3,6;2;4;11
3,6;3;8;12
3,6;4;4;13
3,6;5;19;14
3,6;6;15;15
3,7;2;16;11
3,7;3;25;12
3,7;4;18;13
3,7;5;9;14
3,7;6;7;15
3,8;2;15;11
3,8;3;8;12
3,8;4;8;13
3,8;5;6;14
3,8;6;17;15
3,9;2;10;11
3,9;3;13;12
3,9;4;11;13
3,9;5;8;14
3,9;6;10;15
4;2;6;11
4;3;7;12
4;4;8;13
4;5;8;14
4;6;13;15
4,1;2;23;10
4,1;3;7;10
4,1;4;23;10
4,1;5;17;10
4,1;6;13;10
4,2;2;9;10
4,2;3;23;10
4,2;4;12;10
4,2;5;6;10
4,2;6;18;10
4,3;2;26;10
4,3;3;18;10
4,3;4;16;10
4,3;5;21;10
4,3;6;16;10
4,4;2;16;10
4,4;3;6;10
4,4;4;13;10
4,4;5;6;10
4,4;6;17;10
4,5;2;17;10
4,5;3;20;10
4,5;4;25;10
4,5;5;25;10
4,5;6;23;10
4,6;2;17;10
4,6;3;4;10
4,6;4;21;10
4,6;5;23;10
4,6;6;7;10
4,7;2;20;10
4,7;3;21;10
4,7;4;8;10
4,7;5;23;10
4,7;6;17;10
4,8;2;23;10
4,8;3;4;10
4,8;4;24;10
4,8;5;14;10
4,8;6;14;10
4,9;2;22;10
4,9;3;19;10
4,9;4;21;10
4,9;5;18;10
4,9;6;7;10
5;2;18;10
5;3;16;10
5;4;6;10
5;5;23;10
5;6;15;10
5,1;2;6;10
5,1;3;19;10
5,1;4;17;10
5,1;5;8;10
5,1;6;16;10
2,2;2;7;7
2,2;3;7;8
2,2;4;4;9
2,2;5;5;10
2,2;6;5;11
2,3;2;5;7
2,3;3;5;8
2,3;4;4;9
2,3;5;5;10
2,3;6;2;11
2,4;2;5;7
2,4;3;2;8
2,4;4;2;9
2,4;5;3;10
2,4;6;5;11
2,5;2;3;7
2,5;3;3;8
2,5;4;4;9
2,5;5;2;10
2,5;6;2;11
2,6;2;6;7
2,6;3;2;8
2,6;4;4;9
2,6;5;2;10
2,6;6;2;11
2,7;2;2;6
2,7;3;2;6
2,7;4;7;6
2,7;5;3;6
2,7;6;7;6
2,8;2;5;6
2,8;3;5;6
2,8;4;9;6
2,8;5;10;6
2,8;6;5;6
2,9;2;8;6
2,9;3;3;6
2,9;4;7;6
2,9;5;8;6
2,9;6;2;6
3;2;5;6
3;3;3;6
3;4;7;6
3;5;2;6
3;6;5;6
3,1;2;3;6
3,1;3;5;6
3,1;4;2;6
3,1;5;9;6
3,1;6;9;6
3,2;2;5;6
3,2;3;5;6
3,2;4;8;6
3,2;5;8;6
3,2;6;5;6
3,3;2;2;6
3,3;3;8;6
3,3;4;8;6
3,3;5;8;6
3,3;6;5;6
3,4;2;8;6
3,4;3;5;6
3,4;4;2;6
3,4;5;3;6
3,4;6;8;6
3,5;2;3;6
3,5;3;4;6
3,5;4;2;6
3,5;5;5;6
3,5;6;8;6
3,6;2;2;6
3,6;3;8;6
3,6;4;7;6
3,6;5;5;6
3,6;6;8;6
3,7;2;8;6
3,7;3;2;6
3,7;4;8;6
3,7;5;5;6
3,7;6;5;6
3,8;2;6;6
3,8;3;2;6
3,8;4;8;6
3,8;5;7;6
3,8;6;8;6
3,9;2;6;6
3,9;3;9;6
3,9;4;3;6
3,9;5;2;6
3,9;6;5;6
4;2;5;6
4;3;4;6
4;4;6;6
4;5;8;6
4;6;5;6
4,1;2;6;6
4,1;3;5;6
4,1;4;7;6
4,1;5;8;6
4,1;6;2;6
4,2;2;2;6
4,2;3;4;6
4,2;4;5;6
4,2;5;7;6
4,2;6;4;6
4,3;2;6;6
4,3;3;5;6
4,3;4;8;6
4,3;5;6;6
4,3;6;8;6
4,4;2;8;6
4,4;3;9;6
4,4;4;5;6
4,4;5;4;6
4,4;6;2;6
4,5;2;3;6
4,5;3;3;6
4,5;4;5;6
4,5;5;5;6
4,5;6;9;6
4,6;2;7;6
4,6;3;9;6
4,6;4;3;6
4,6;5;3;6
4,6;6;5;6
4,7;2;3;6
4,7;3;8;6
4,7;4;6;6
4,7;5;7;6
4,7;6;2;6
4,8;2;10;6
4,8;3;2;6
4,8;4;5;6
4,8;5;9;6
4,8;6;5;6
4,9;2;7;6
4,9;3;9;6
4,9;4;3;6
4,9;5;2;6
4,9;6;3;6
5;2;9;6
5;3;2;6
5;4;8;6
5;5;8;6
5;6;9;6
5,1;2;7;6
5,1;3;10;6
5,1;4;8;6
5,1;5;5;6
5,1;6;5;6
2,2;2;13;41
2,2;3;11;63
2,2;4;11;91
2,2;5;11;125
2,2;6;11;165
2,3;2;13;38
2,3;3;62;55
2,3;4;11;76
2,3;5;9;101
2,3;6;9;130
2,4;2;78;38
2,4;3;22;55
2,4;4;11;76
2,4;5;11;101
2,4;6;12;130
2,5;2;31;37
2,5;3;40;53
2,5;4;11;73
2,5;5;9;97
2,5;6;11;125
2,6;2;18;35
2,6;3;12;47
2,6;4;16;61
2,6;5;13;77
2,6;6;11;95
2,7;2;33;34
2,7;3;48;45
2,7;4;20;58
2,7;5;9;73
2,7;6;14;90
2,8;2;13;34
2,8;3;71;45
2,8;4;29;58
2,8;5;11;73
2,8;6;9;90
2,9;2;11;34
2,9;3;31;45
2,9;4;18;58
2,9;5;17;73
2,9;6;13;90
3;2;16;34
3;3;11;45
3;4;16;58
3;5;9;73
3;6;13;90
3,1;2;37;31
3,1;3;47;37
3,1;4;36;43
3,1;5;13;49
3,1;6;13;55
3,2;2;11;31
3,2;3;16;37
3,2;4;13;43
3,2;5;52;49
3,2;6;13;55
3,3;2;81;31
3,3;3;82;37
3,3;4;31;43
3,3;5;12;49
3,3;6;57;55
3,4;2;85;30
3,4;3;43;35
3,4;4;9;40
3,4;5;13;45
3,4;6;13;50
3,5;2;29;30
3,5;3;25;35
3,5;4;17;40
3,5;5;32;45
3,5;6;49;50
3,6;2;33;30
3,6;3;55;35
3,6;4;15;40
3,6;5;54;45
3,6;6;26;50
3,7;2;21;30
3,7;3;33;35
