a;b;Coupe min;Nombre de contractions
5,1;2;10;9
5,1;3;4;9
5,1;4;19;9
5,1;5;6;9
5,1;6;13;9
2,2;2;29;30
2,2;3;8;45
2,2;4;11;64
2,2;5;6;87
2,2;6;6;114
2,3;2;2;28
2,3;3;6;39
2,3;4;6;52
2,3;5;2;67
2,3;6;2;84
2,4;2;2;27
2,4;3;19;37
2,4;4;6;49
2,4;5;2;63
2,4;6;2;79
2,5;2;23;27
2,5;3;14;37
2,5;4;2;49
2,5;5;6;63
2,5;6;7;79
2,6;2;2;27
2,6;3;2;37
2,6;4;2;49
2,6;5;2;63
2,6;6;2;79
2,7;2;14;24
2,7;3;7;29
2,7;4;25;34
2,7;5;15;39
2,7;6;8;44
2,8;2;2;24
2,8;3;8;29
2,8;4;2;34
2,8;5;2;39
2,8;6;2;44
2,9;2;35;24
2,9;3;7;29
2,9;4;16;34
2,9;5;7;39
2,9;6;11;44
3;2;2;24
3;3;14;29
3;4;2;34
3;5;2;39
3;6;6;44
3,1;2;18;23
3,1;3;24;27
3,1;4;15;31
3,1;5;2;35
3,1;6;2;39
3,2;2;9;23
3,2;3;6;27
3,2;4;22;31
3,2;5;8;35
3,2;6;22;39
3,3;2;7;23
3,3;3;20;27
3,3;4;7;31
3,3;5;6;35
3,3;6;13;39
3,4;2;7;23
3,4;3;29;27
3,4;4;8;31
3,4;5;13;35
3,4;6;7;39
3,5;2;2;23
3,5;3;6;27
3,5;4;2;31
3,5;5;8;35
3,5;6;8;39
3,6;2;15;22
3,6;3;11;25
3,6;4;29;28
3,6;5;6;31
3,6;6;13;34
3,7;2;31;22
3,7;3;8;25
3,7;4;2;28
3,7;5;8;31
3,7;6;2;34
3,8;2;30;22
3,8;3;8;25
3,8;4;6;28
3,8;5;2;31
3,8;6;6;34
3,9;2;36;22
3,9;3;11;25
3,9;4;8;28
3,9;5;8;31
3,9;6;2;34
4;2;21;22
4;3;27;25
4;4;14;28
4;5;8;31
4;6;8;34
4,1;2;34;22
4,1;3;6;25
4,1;4;10;28
4,1;5;8;31
4,1;6;7;34
4,2;2;2;21
4,2;3;35;23
4,2;4;2;25
4,2;5;7;27
4,2;6;13;29
4,3;2;7;21
4,3;3;31;23
4,3;4;6;25
4,3;5;8;27
4,3;6;27;29
4,4;2;7;21
4,4;3;8;23
4,4;4;2;25
4,4;5;25;27
4,4;6;2;29
4,5;2;20;21
4,5;3;14;23
4,5;4;2;25
4,5;5;20;27
4,5;6;7;29
4,6;2;23;21
4,6;3;6;23
4,6;4;7;25
4,6;5;2;27
4,6;6;15;29
4,7;2;37;21
4,7;3;9;23
4,7;4;18;25
4,7;5;2;27
4,7;6;7;29
4,8;2;7;21
4,8;3;6;23
4,8;4;8;25
4,8;5;2;27
4,8;6;2;29
4,9;2;22;21
4,9;3;2;23
4,9;4;2;25
4,9;5;31;27
4,9;6;7;29
5;2;19;21
5;3;27;23
5;4;7;25
5;5;2;27
5;6;33;29
5,1;2;29;21
5,1;3;21;23
5,1;4;6;25
5,1;5;2;27
5,1;6;20;29
2,2;2;4;13
2,2;3;2;16
2,2;4;7;19
2,2;5;2;22
2,2;6;2;25
2,3;2;2;13
2,3;3;2;16
2,3;4;2;19
2,3;5;2;22
2,3;6;2;25
2,4;2;8;13
2,4;3;4;16
2,4;4;2;19
2,4;5;4;22
2,4;6;8;25
2,5;2;7;12
2,5;3;4;14
2,5;4;4;16
2,5;5;2;18
2,5;6;2;20
2,6;2;3;12
2,6;3;8;14
2,6;4;4;16
2,6;5;2;18
2,6;6;4;20
2,7;2;8;12
2,7;3;2;14
2,7;4;2;16
2,7;5;4;18
2,7;6;2;20
2,8;2;2;12
2,8;3;4;14
2,8;4;4;16
2,8;5;7;18
2,8;6;4;20
2,9;2;2;12
2,9;3;10;14
2,9;4;4;16
2,9;5;4;18
2,9;6;2;20
3;2;2;12
3;3;5;14
3;4;2;16
3;5;7;18
3;6;7;20
3,1;2;4;11
3,1;3;2;12
3,1;4;4;13
3,1;5;5;14
3,1;6;8;15
3,2;2;2;11
3,2;3;4;12
3,2;4;3;13
3,2;5;2;14
3,2;6;2;15
3,3;2;4;11
3,3;3;10;12
3,3;4;2;13
3,3;5;2;14
3,3;6;4;15
3,4;2;3;11
3,4;3;7;12
3,4;4;4;13
3,4;5;5;14
3,4;6;2;15
3,5;2;7;11
3,5;3;5;12
3,5;4;2;13
3,5;5;2;14
3,5;6;2;15
3,6;2;5;11
3,6;3;3;12
3,6;4;9;13
3,6;5;2;14
3,6;6;2;15
3,7;2;2;11
3,7;3;7;12
3,7;4;3;13
3,7;5;4;14
3,7;6;4;15
3,8;2;11;11
3,8;3;2;12
3,8;4;8;13
3,8;5;4;14
3,8;6;2;15
3,9;2;7;11
3,9;3;3;12
3,9;4;5;13
3,9;5;2;14
3,9;6;3;15
4;2;7;11
4;3;2;12
4;4;8;13
4;5;5;14
4;6;2;15
4,1;2;4;10
4,1;3;6;10
4,1;4;3;10
4,1;5;5;10
4,1;6;4;10
4,2;2;12;10
4,2;3;7;10
4,2;4;11;10
4,2;5;4;10
4,2;6;2;10
4,3;2;4;10
4,3;3;4;10
4,3;4;5;10
4,3;5;3;10
4,3;6;4;10
4,4;2;5;10
4,4;3;5;10
4,4;4;11;10
4,4;5;10;10
4,4;6;3;10
4,5;2;2;10
4,5;3;2;10
4,5;4;7;10
4,5;5;10;10
4,5;6;8;10
4,6;2;2;10
4,6;3;11;10
4,6;4;8;10
4,6;5;3;10
4,6;6;2;10
4,7;2;10;10
4,7;3;2;10
4,7;4;4;10
4,7;5;10;10
4,7;6;2;10
4,8;2;9;10
4,8;3;4;10
4,8;4;9;10
4,8;5;5;10
4,8;6;3;10
4,9;2;3;10
4,9;3;5;10
4,9;4;12;10
4,9;5;4;10
4,9;6;10;10
5;2;4;10
5;3;10;10
5;4;11;10
5;5;5;10
5;6;12;10
5,1;2;5;10
5,1;3;4;10
5,1;4;2;10
5,1;5;3;10
5,1;6;3;10
2,2;2;8;16
2,2;3;2;20
2,2;4;1;24
2,2;5;3;28
2,2;6;1;32
2,3;2;2;16
2,3;3;3;20
2,3;4;2;24
2,3;5;2;28
2,3;6;1;32
2,4;2;5;15
2,4;3;1;18
2,4;4;1;21
2,4;5;5;24
2,4;6;3;27
2,5;2;2;15
2,5;3;1;18
2,5;4;12;21
2,5;5;1;24
2,5;6;5;27
2,6;2;1;15
2,6;3;16;18
2,6;4;1;21
2,6;5;1;24
2,6;6;6;27
2,7;2;1;15
2,7;3;1;18
2,7;4;1;21
2,7;5;2;24
2,7;6;1;27
2,8;2;14;15
2,8;3;2;18
2,8;4;4;21
2,8;5;2;24
2,8;6;4;27
2,9;2;9;14
2,9;3;1;16
2,9;4;2;18
2,9;5;1;20
2,9;6;2;22
3;2;13;14
3;3;9;16
3;4;2;18
3;5;2;20
3;6;1;22
3,1;2;6;14
3,1;3;2;16
3,1;4;1;18
3,1;5;1;20
3,1;6;7;22
3,2;2;6;14
3,2;3;13;16
3,2;4;1;18
3,2;5;2;20
3,2;6;1;22
3,3;2;14;14
3,3;3;3;16
3,3;4;1;18
3,3;5;13;20
3,3;6;6;22
3,4;2;15;14
3,4;3;2;16
3,4;4;2;18
3,4;5;1;20
3,4;6;1;22
3,5;2;1;14
3,5;3;1;16
3,5;4;3;18
3,5;5;5;20
3,5;6;6;22
3,6;2;1;13
3,6;3;11;14
3,6;4;6;15
3,6;5;2;16
3,6;6;1;17
3,7;2;2;13
3,7;3;1;14
3,7;4;1;15
3,7;5;3;16
3,7;6;1;17
3,8;2;5;13
3,8;3;9;14
3,8;4;14;15
3,8;5;2;16
3,8;6;1;17
3,9;2;7;13
3,9;3;9;14
3,9;4;3;15
3,9;5;1;16
3,9;6;1;17
4;2;1;13
4;3;1;14
4;4;1;15
4;5;9;16
4;6;6;17
4,1;2;7;13
4,1;3;14;14
4,1;4;1;15
4,1;5;1;16
4,1;6;1;17
4,2;2;16;13
4,2;3;1;14
4,2;4;2;15
4,2;5;5;16
4,2;6;2;17
4,3;2;8;13
4,3;3;2;14
4,3;4;1;15
4,3;5;2;16
4,3;6;1;17
4,4;2;7;13
4,4;3;1;14
4,4;4;1;15
4,4;5;1;16
4,4;6;1;17
4,5;2;15;13
4,5;3;2;14
4,5;4;11;15
4,5;5;2;16
4,5;6;6;17
4,6;2;2;13
4,6;3;12;14
4,6;4;4;15
4,6;5;1;16
4,6;6;2;17
4,7;2;5;12
4,7;3;6;12
4,7;4;2;12
4,7;5;10;12
4,7;6;6;12
4,8;2;15;12
4,8;3;1;12
4,8;4;4;12
4,8;5;5;12
4,8;6;2;12
4,9;2;1;12
4,9;3;2;12
4,9;4;13;12
4,9;5;10;12
4,9;6;10;12
5;2;1;12
5;3;16;12
5;4;3;12
5;5;17;12
5;6;1;12
5,1;2;7;12
5,1;3;15;12
5,1;4;12;12
5,1;5;15;12
5,1;6;9;12
2,2;2;0;0
2,2;3;0;0
2,2;4;0;0
2,2;5;0;0
2,2;6;0;0
2,3;2;0;0
2,3;3;0;0
2,3;4;0;0
2,3;5;0;0
2,3;6;0;0
2,4;2;0;0
2,4;3;0;0
2,4;4;0;0
2,4;5;0;0
2,4;6;0;0
2,5;2;0;0
2,5;3;0;0
2,5;4;0;0
2,5;5;0;0
2,5;6;0;0
2,6;2;0;0
2,6;3;0;0
2,6;4;0;0
2,6;5;0;0
2,6;6;0;0
2,7;2;0;0
2,7;3;0;0
2,7;4;0;0
2,7;5;0;0
2,7;6;0;0
2,8;2;0;0
2,8;3;0;0
2,8;4;0;0
2,8;5;0;0
2,8;6;0;0
2,9;2;0;0
2,9;3;0;0
2,9;4;0;0
2,9;5;0;0
2,9;6;0;0
3;2;0;0
3;3;0;0
3;4;0;0
3;5;0;0
3;6;0;0
3,1;2;0;0
3,1;3;0;0
3,1;4;0;0
3,1;5;0;0
3,1;6;0;0
3,2;2;0;0
3,2;3;0;0
3,2;4;0;0
3,2;5;0;0
3,2;6;0;0
3,3;2;0;0
3,3;3;0;0
3,3;4;0;0
3,3;5;0;0
3,3;6;0;0
3,4;2;0;0
3,4;3;0;0
3,4;4;0;0
3,4;5;0;0
3,4;6;0;0
3,5;2;0;0
3,5;3;0;0
3,5;4;0;0
3,5;5;0;0
3,5;6;0;0
3,6;2;0;0
3,6;3;0;0
3,6;4;0;0
3,6;5;0;0
3,6;6;0;0
3,7;2;0;0
3,7;3;0;0
3,7;4;0;0
3,7;5;0;0
3,7;6;0;0
3,8;2;0;0
3,8;3;0;0
3,8;4;0;0
3,8;5;0;0
3,8;6;0;0
3,9;2;0;0
3,9;3;0;0
3,9;4;0;0
3,9;5;0;0
3,9;6;0;0
4;2;0;0
4;3;0;0
4;4;0;0
4;5;0;0
4;6;0;0
4,1;2;0;0
4,1;3;0;0
4,1;4;0;0
4,1;5;0;0
4,1;6;0;0
4,2;2;0;0
4,2;3;0;0
4,2;4;0;0
4,2;5;0;0
4,2;6;0;0
4,3;2;0;0
4,3;3;0;0
4,3;4;0;0
4,3;5;0;0
4,3;6;0;0
4,4;2;0;0
4,4;3;0;0
4,4;4;0;0
4,4;5;0;0
4,4;6;0;0
4,5;2;0;0
4,5;3;0;0
4,5;4;0;0
4,5;5;0;0
4,5;6;0;0
4,6;2;0;0
4,6;3;0;0
4,6;4;0;0
4,6;5;0;0
4,6;6;0;0
4,7;2;0;0
4,7;3;0;0
4,7;4;0;0
4,7;5;0;0
4,7;6;0;0
4,8;2;0;0
4,8;3;0;0
4,8;4;0;0
4,8;5;0;0
4,8;6;0;0
4,9;2;0;0
4,9;3;0;0
4,9;4;0;0
4,9;5;0;0
4,9;6;0;0
5;2;0;0
5;3;0;0
5;4;0;0
5;5;0;0
5;6;0;0
5,1;2;0;0
5,1;3;0;0
5,1;4;0;0
5,1;5;0;0
5,1;6;0;0
2,2;2;10;11
2,2;3;7;13
2,2;4;6;15
2,2;5;6;17
2,2;6;6;19
2,3;2;21;11
2,3;3;10;13
2,3;4;8;15
2,3;5;23;17
2,3;6;16;19
2,4;2;7;11
2,4;3;20;13
2,4;4;11;15
2,4;5;17;17
2,4;6;7;19
2,5;2;13;11
2,5;3;7;13
2,5;4;8;15
2,5;5;10;17
2,5;6;15;19
2,6;2;23;11
2,6;3;20;13
2,6;4;9;15
2,6;5;8;17
2,6;6;14;19
2,7;2;18;11
2,7;3;6;13
2,7;4;8;15
2,7;5;11;17
2,7;6;7;19
2,8;2;14;10
2,8;3;18;11
2,8;4;22;12
2,8;5;13;13
2,8;6;8;14
2,9;2;25;10
2,9;3;6;11
2,9;4;21;12
2,9;5;8;13
2,9;6;17;14
3;2;8;10
3;3;16;11
3;4;8;12
3;5;15;13
3;6;16;14
3,1;2;6;10
3,1;3;18;11
3,1;4;7;12
3,1;5;15;13
3,1;6;6;14
3,2;2;18;10
3,2;3;21;11
3,2;4;17;12
3,2;5;17;13
3,2;6;6;14
3,3;2;11;10
3,3;3;15;11
3,3;4;6;12
3,3;5;6;13
3,3;6;7;14
3,4;2;21;10
3,4;3;6;11
3,4;4;8;12
3,4;5;13;13
3,4;6;6;14
3,5;2;19;10
3,5;3;16;11
3,5;4;13;12
3,5;5;14;13
3,5;6;6;14
3,6;2;25;10
3,6;3;9;11
3,6;4;18;12
3,6;5;8;13
3,6;6;6;14
3,7;2;15;9
3,7;3;14;9
3,7;4;21;9
3,7;5;15;9
3,7;6;20;9
3,8;2;8;9
3,8;3;22;9
3,8;4;16;9
3,8;5;17;9
3,8;6;23;9
3,9;2;16;9
3,9;3;6;9
3,9;4;21;9
3,9;5;25;9
3,9;6;22;9
4;2;14;9
4;3;21;9
4;4;10;9
4;5;14;9
4;6;6;9
4,1;2;24;9
4,1;3;23;9
4,1;4;26;9
4,1;5;10;9
4,1;6;24;9
4,2;2;10;9
4,2;3;8;9
4,2;4;20;9
4,2;5;18;9
4,2;6;24;9
4,3;2;7;9
4,3;3;18;9
4,3;4;16;9
4,3;5;13;9
4,3;6;8;9
4,4;2;6;9
4,4;3;7;9
4,4;4;6;9
4,4;5;23;9
4,4;6;6;9
4,5;2;22;9
4,5;3;16;9
4,5;4;24;9
4,5;5;22;9
4,5;6;22;9
4,6;2;18;9
4,6;3;26;9
4,6;4;25;9
4,6;5;17;9
4,6;6;26;9
4,7;2;6;9
4,7;3;6;9
4,7;4;14;9
4,7;5;23;9
4,7;6;6;9
4,8;2;24;9
4,8;3;18;9
4,8;4;9;9
4,8;5;14;9
4,8;6;21;9
4,9;2;19;9
4,9;3;10;9
4,9;4;21;9
4,9;5;9;9
4,9;6;16;9
5;2;20;9
5;3;24;9
5;4;23;9
5;5;14;9
5;6;24;9
5,1;2;26;9
5,1;3;14;9
5,1;4;10;9
5,1;5;15;9
5,1;6;27;9
2,2;2;1;16
2,2;3;2;20
2,2;4;4;24
2,2;5;2;28
2,2;6;2;32
2,3;2;1;16
2,3;3;2;20
2,3;4;2;24
2,3;5;1;28
2,3;6;2;32
2,4;2;1;15
2,4;3;2;18
2,4;4;2;21
2,4;5;2;24
2,4;6;1;27
2,5;2;1;15
2,5;3;1;18
2,5;4;1;21
2,5;5;1;24
2,5;6;3;27
2,6;2;1;15
2,6;3;2;18
2,6;4;1;21
2,6;5;1;24
2,6;6;1;27
2,7;2;1;15
2,7;3;1;18
2,7;4;1;21
2,7;5;1;24
2,7;6;2;27
2,8;2;1;15
2,8;3;2;18
2,8;4;2;21
2,8;5;1;24
2,8;6;2;27
2,9;2;2;14
2,9;3;1;16
2,9;4;4;18
2,9;5;3;20
2,9;6;1;22
3;2;2;14
3;3;1;16
3;4;2;18
3;5;1;20
3;6;1;22
3,1;2;7;14
3,1;3;2;16
3,1;4;1;18
3,1;5;1;20
3,1;6;1;22
3,2;2;1;14
3,2;3;2;16
3,2;4;1;18
3,2;5;6;20
3,2;6;1;22
3,3;2;2;14
3,3;3;4;16
3,3;4;2;18
3,3;5;1;20
3,3;6;1;22
3,4;2;2;14
3,4;3;1;16
3,4;4;2;18
3,4;5;2;20
3,4;6;1;22
3,5;2;9;14
3,5;3;4;16
3,5;4;2;18
3,5;5;1;20
3,5;6;3;22
3,6;2;1;13
3,6;3;2;14
3,6;4;2;15
3,6;5;1;16
3,6;6;2;17
3,7;2;2;13
3,7;3;1;14
3,7;4;4;15
3,7;5;1;16
3,7;6;2;17
3,8;2;1;13
3,8;3;3;14
3,8;4;1;15
3,8;5;2;16
3,8;6;2;17
3,9;2;6;13
3,9;3;1;14
3,9;4;2;15
3,9;5;1;16
3,9;6;2;17
4;2;2;13
4;3;1;14
4;4;1;15
4;5;2;16
4;6;2;17
4,1;2;1;13
4,1;3;2;14
4,1;4;4;15
4,1;5;3;16
4,1;6;1;17
4,2;2;2;13
4,2;3;2;14
4,2;4;3;15
4,2;5;2;16
4,2;6;1;17
4,3;2;6;13
4,3;3;1;14
4,3;4;2;15
4,3;5;1;16
4,3;6;2;17
4,4;2;6;13
4,4;3;1;14
4,4;4;2;15
4,4;5;2;16
4,4;6;1;17
4,5;2;1;13
4,5;3;1;14
4,5;4;3;15
4,5;5;1;16
4,5;6;1;17
4,6;2;2;13
4,6;3;4;14
4,6;4;5;15
4,6;5;1;16
4,6;6;1;17
4,7;2;5;12
4,7;3;1;12
4,7;4;4;12
4,7;5;1;12
4,7;6;1;12
4,8;2;1;12
4,8;3;9;12
4,8;4;1;12
4,8;5;4;12
4,8;6;2;12
4,9;2;6;12
4,9;3;5;12
4,9;4;6;12
4,9;5;6;12
4,9;6;1;12
5;2;2;12
5;3;6;12
5;4;2;12
5;5;4;12
5;6;4;12
5,1;2;7;12
5,1;3;1;12
5,1;4;2;12
5,1;5;5;12
5,1;6;1;12
2,2;2;1;0
2,2;3;1;0
2,2;4;1;0
2,2;5;1;0
2,2;6;1;0
2,3;2;1;0
2,3;3;1;0
2,3;4;1;0
2,3;5;1;0
2,3;6;1;0
2,4;2;1;0
2,4;3;1;0
2,4;4;1;0
2,4;5;1;0
2,4;6;1;0
2,5;2;1;0
2,5;3;1;0
2,5;4;1;0
2,5;5;1;0
2,5;6;1;0
2,6;2;1;0
2,6;3;1;0
2,6;4;1;0
2,6;5;1;0
2,6;6;1;0
2,7;2;1;0
2,7;3;1;0
2,7;4;1;0
2,7;5;1;0
2,7;6;1;0
2,8;2;1;0
2,8;3;1;0
2,8;4;1;0
2,8;5;1;0
2,8;6;1;0
2,9;2;1;0
2,9;3;1;0
2,9;4;1;0
2,9;5;1;0
2,9;6;1;0
3;2;1;0
3;3;1;0
3;4;1;0
3;5;1;0
3;6;1;0
3,1;2;1;0
3,1;3;1;0
3,1;4;1;0
3,1;5;1;0
3,1;6;1;0
3,2;2;1;0
3,2;3;1;0
3,2;4;1;0
3,2;5;1;0
3,2;6;1;0
3,3;2;1;0
3,3;3;1;0
3,3;4;1;0
3,3;5;1;0
3,3;6;1;0
3,4;2;1;0
3,4;3;1;0
3,4;4;1;0
3,4;5;1;0
3,4;6;1;0
3,5;2;1;0
3,5;3;1;0
3,5;4;1;0
3,5;5;1;0
3,5;6;1;0
3,6;2;1;0
3,6;3;1;0
3,6;4;1;0
3,6;5;1;0
3,6;6;1;0
3,7;2;1;0
3,7;3;1;0
3,7;4;1;0
3,7;5;1;0
3,7;6;1;0
3,8;2;1;0
3,8;3;1;0
3,8;4;1;0
3,8;5;1;0
3,8;6;1;0
3,9;2;1;0
3,9;3;1;0
3,9;4;1;0
3,9;5;1;0
3,9;6;1;0
4;2;1;0
4;3;1;0
4;4;1;0
4;5;1;0
4;6;1;0
4,1;2;1;0
4,1;3;1;0
4,1;4;1;0
4,1;5;1;0
4,1;6;1;0
4,2;2;1;0
4,2;3;1;0
4,2;4;1;0
4,2;5;1;0
4,2;6;1;0
4,3;2;1;0
4,3;3;1;0
4,3;4;1;0
4,3;5;1;0
4,3;6;1;0
4,4;2;1;0
4,4;3;1;0
4,4;4;1;0
4,4;5;1;0
4,4;6;1;0
4,5;2;1;0
4,5;3;1;0
4,5;4;1;0
4,5;5;1;0
4,5;6;1;0
4,6;2;1;0
4,6;3;1;0
4,6;4;1;0
4,6;5;1;0
4,6;6;1;0
4,7;2;1;0
4,7;3;1;0
4,7;4;1;0
4,7;5;1;0
4,7;6;1;0
4,8;2;1;0
4,8;3;1;0
4,8;4;1;0
4,8;5;1;0
4,8;6;1;0
4,9;2;1;0
4,9;3;1;0
4,9;4;1;0
4,9;5;1;0
4,9;6;1;0
5;2;1;0
5;3;1;0
5;4;1;0
5;5;1;0
5;6;1;0
5,1;2;1;0
5,1;3;1;0
5,1;4;1;0
5,1;5;1;0
5,1;6;1;0
2,2;2;1;3
2,2;3;1;3
2,2;4;1;3
2,2;5;1;3
2,2;6;1;3
2,3;2;1;3
2,3;3;1;3
2,3;4;1;3
2,3;5;1;3
2,3;6;1;3
2,4;2;1;3
2,4;3;1;3
2,4;4;1;3
2,4;5;1;3
2,4;6;1;3
2,5;2;1;3
2,5;3;1;3
2,5;4;1;3
2,5;5;1;3
2,5;6;1;3
2,6;2;1;3
2,6;3;1;3
2,6;4;1;3
2,6;5;1;3
2,6;6;1;3
2,7;2;1;3
2,7;3;1;3
2,7;4;1;3
2,7;5;1;3
2,7;6;1;3
2,8;2;1;3
2,8;3;1;3
2,8;4;1;3
2,8;5;1;3
2,8;6;1;3
2,9;2;1;3
2,9;3;1;3
2,9;4;1;3
2,9;5;1;3
2,9;6;1;3
3;2;1;3
3;3;1;3
3;4;1;3
3;5;1;3
3;6;1;3
3,1;2;1;3
3,1;3;1;3
3,1;4;1;3
3,1;5;1;3
3,1;6;1;3
3,2;2;1;3
3,2;3;1;3
3,2;4;1;3
3,2;5;1;3
3,2;6;1;3
3,3;2;1;3
3,3;3;1;3
3,3;4;1;3
3,3;5;1;3
3,3;6;1;3
3,4;2;1;3
3,4;3;1;3
3,4;4;1;3
3,4;5;1;3
3,4;6;1;3
3,5;2;1;3
3,5;3;1;3
3,5;4;1;3
3,5;5;1;3
3,5;6;1;3
3,6;2;1;3
3,6;3;1;3
3,6;4;1;3
3,6;5;1;3
3,6;6;1;3
3,7;2;1;3
3,7;3;1;3
3,7;4;1;3
3,7;5;1;3
3,7;6;1;3
3,8;2;1;3
3,8;3;1;3
3,8;4;1;3
3,8;5;1;3
3,8;6;1;3
3,9;2;1;3
3,9;3;1;3
3,9;4;1;3
3,9;5;1;3
3,9;6;1;3
4;2;1;3
4;3;1;3
4;4;1;3
4;5;1;3
4;6;1;3
4,1;2;1;3
4,1;3;1;3
4,1;4;1;3
4,1;5;1;3
4,1;6;1;3
4,2;2;1;3
4,2;3;1;3
4,2;4;1;3
4,2;5;1;3
4,2;6;1;3
4,3;2;1;3
4,3;3;1;3
4,3;4;1;3
4,3;5;1;3
4,3;6;1;3
4,4;2;1;3
4,4;3;1;3
4,4;4;1;3
4,4;5;1;3
4,4;6;1;3
4,5;2;1;3
4,5;3;1;3
4,5;4;1;3
4,5;5;1;3
4,5;6;1;3
4,6;2;1;3
4,6;3;1;3
4,6;4;1;3
4,6;5;1;3
4,6;6;1;3
4,7;2;1;3
4,7;3;1;3
4,7;4;1;3
4,7;5;1;3
4,7;6;1;3
4,8;2;1;3
4,8;3;1;3
4,8;4;1;3
4,8;5;1;3
4,8;6;1;3
4,9;2;1;3
4,9;3;1;3
4,9;4;1;3
4,9;5;1;3
4,9;6;1;3
5;2;1;3
5;3;1;3
5;4;1;3
5;5;1;3
5;6;1;3
5,1;2;1;3
5,1;3;1;3
5,1;4;1;3
5,1;5;1;3
5,1;6;1;3
2,2;2;0;2
2,2;3;0;2
2,2;4;0;2
2,2;5;0;2
2,2;6;0;2
2,3;2;0;2
2,3;3;0;2
2,3;4;0;2
2,3;5;0;2
2,3;6;0;2
2,4;2;0;2
2,4;3;0;2
2,4;4;0;2
2,4;5;0;2
2,4;6;0;2
2,5;2;0;2
2,5;3;0;2
2,5;4;0;2
2,5;5;0;2
2,5;6;0;2
2,6;2;0;2
2,6;3;0;2
2,6;4;0;2
2,6;5;0;2
2,6;6;0;2
2,7;2;0;2
2,7;3;0;2
2,7;4;0;2
2,7;5;0;2
2,7;6;0;2
2,8;2;0;2
2,8;3;0;2
2,8;4;0;2
2,8;5;0;2
2,8;6;0;2
2,9;2;0;2
2,9;3;0;2
2,9;4;0;2
2,9;5;0;2
2,9;6;0;2
3;2;0;2
3;3;0;2
3;4;0;2
3;5;0;2
3;6;0;2
3,1;2;0;2
3,1;3;0;2
3,1;4;0;2
3,1;5;0;2
3,1;6;0;2
3,2;2;0;2
3,2;3;0;2
3,2;4;0;2
3,2;5;0;2
3,2;6;0;2
3,3;2;0;2
3,3;3;0;2
3,3;4;0;2
3,3;5;0;2
3,3;6;0;2
3,4;2;0;2
3,4;3;0;2
3,4;4;0;2
3,4;5;0;2
3,4;6;0;2
3,5;2;0;2
3,5;3;0;2
3,5;4;0;2
3,5;5;0;2
3,5;6;0;2
3,6;2;0;2
3,6;3;0;2
3,6;4;0;2
3,6;5;0;2
3,6;6;0;2
3,7;2;0;2
3,7;3;0;2
3,7;4;0;2
3,7;5;0;2
3,7;6;0;2
3,8;2;0;2
3,8;3;0;2
3,8;4;0;2
3,8;5;0;2
3,8;6;0;2
3,9;2;0;2
3,9;3;0;2
3,9;4;0;2
3,9;5;0;2
3,9;6;0;2
4;2;0;2
4;3;0;2
4;4;0;2
4;5;0;2
4;6;0;2
4,1;2;0;2
4,1;3;0;2
4,1;4;0;2
4,1;5;0;2
4,1;6;0;2
4,2;2;0;2
4,2;3;0;2
4,2;4;0;2
4,2;5;0;2
4,2;6;0;2
4,3;2;0;2
4,3;3;0;2
4,3;4;0;2
4,3;5;0;2
4,3;6;0;2
4,4;2;0;2
4,4;3;0;2
4,4;4;0;2
4,4;5;0;2
4,4;6;0;2
4,5;2;0;2
4,5;3;0;2
4,5;4;0;2
4,5;5;0;2
4,5;6;0;2
4,6;2;0;2
4,6;3;0;2
4,6;4;0;2
4,6;5;0;2
4,6;6;0;2
4,7;2;0;2
4,7;3;0;2
4,7;4;0;2
4,7;5;0;2
4,7;6;0;2
4,8;2;0;2
4,8;3;0;2
4,8;4;0;2
4,8;5;0;2
4,8;6;0;2
4,9;2;0;2
4,9;3;0;2
4,9;4;0;2
4,9;5;0;2
4,9;6;0;2
5;2;0;2
5;3;0;2
5;4;0;2
5;5;0;2
5;6;0;2
5,1;2;0;2
5,1;3;0;2
5,1;4;0;2
5,1;5;0;2
5,1;6;0;2
2,2;2;0;6
2,2;3;0;6
2,2;4;0;6
2,2;5;0;6
2,2;6;0;6
2,3;2;0;6
2,3;3;0;6
2,3;4;0;6
2,3;5;0;6
2,3;6;0;6
2,4;2;0;6
2,4;3;0;6
2,4;4;0;6
2,4;5;0;6
2,4;6;0;6
2,5;2;0;6
2,5;3;0;6
2,5;4;0;6
2,5;5;0;6
2,5;6;0;6
2,6;2;0;6
2,6;3;0;6
2,6;4;0;6
2,6;5;0;6
2,6;6;0;6
2,7;2;0;6
2,7;3;0;6
2,7;4;0;6
2,7;5;0;6
2,7;6;0;6
2,8;2;0;6
2,8;3;0;6
2,8;4;0;6
2,8;5;0;6
2,8;6;0;6
2,9;2;0;6
2,9;3;0;6
2,9;4;0;6
2,9;5;0;6
2,9;6;0;6
3;2;0;6
3;3;0;6
3;4;0;6
3;5;0;6
3;6;0;6
3,1;2;0;6
3,1;3;0;6
3,1;4;0;6
3,1;5;0;6
3,1;6;0;6
3,2;2;0;6
3,2;3;0;6
3,2;4;0;6
3,2;5;0;6
3,2;6;0;6
3,3;2;0;6
3,3;3;0;6
3,3;4;0;6
3,3;5;0;6
3,3;6;0;6
3,4;2;0;6
3,4;3;0;6
3,4;4;0;6
3,4;5;0;6
3,4;6;0;6
3,5;2;0;6
3,5;3;0;6
3,5;4;0;6
3,5;5;0;6
3,5;6;0;6
3,6;2;0;6
